pid,cntry,year,w1,age,female,edu4,cosmo,util,comm,lib,pos,neg,unemp,growth,bailout
254,AT,2005,0.9457,44,1,e16_19,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
255,AT,2005,0.8906,40,0,e16_19,0.8,0,0.2,0,0.8,0.2,5.6300001140000004,2.2440653250000002,0
256,AT,2005,1.1153,55,0,studying,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
257,AT,2005,0.8387,36,0,e16_19,0,0.333333,0.333333,0.333333,0.333333,0.666667,5.6300001140000004,2.2440653250000002,0
258,AT,2005,1.0987,54,1,le15,0.666667,0,0,0.333333,0.666667,0.333333,5.6300001140000004,2.2440653250000002,0
259,AT,2005,0.7328,27,1,e20plus,0.333333,0.666667,0,0,1,0,5.6300001140000004,2.2440653250000002,0
260,AT,2005,0.8387,36,1,e20plus,0.571429,0,0.428571,0,0.571429,0.428571,5.6300001140000004,2.2440653250000002,0
261,AT,2005,0.7111,25,1,e16_19,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
262,AT,2005,1.2203,61,0,e20plus,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
263,AT,2005,1.4392,72,0,studying,0,1,0,0,1,0,5.6300001140000004,2.2440653250000002,0
264,AT,2005,0.6307,17,1,e16_19,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
265,AT,2005,1.0662,52,0,e16_19,0.6,0,0.2,0.2,0.6,0.4,5.6300001140000004,2.2440653250000002,0
266,AT,2005,0.7328,27,0,e20plus,0.8,0,0.2,0,0.8,0.2,5.6300001140000004,2.2440653250000002,0
267,AT,2005,1.0041,48,1,e16_19,0.5,0,0.5,0,0.5,0.5,5.6300001140000004,2.2440653250000002,0
268,AT,2005,0.9892,47,0,studying,0.666667,0.333333,0,0,1,0,5.6300001140000004,2.2440653250000002,0
269,AT,2005,1.4178,71,0,e16_19,0.5,0.25,0.25,0,0.75,0.25,5.6300001140000004,2.2440653250000002,0
270,AT,2005,1.0193,49,1,e20plus,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
271,AT,2005,1.0662,52,0,le15,0.25,0.75,0,0,1,0,5.6300001140000004,2.2440653250000002,0
272,AT,2005,0.7439,28,1,e16_19,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
273,AT,2005,1.0662,52,1,e20plus,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
274,AT,2005,0.9892,47,0,e20plus,0.666667,0,0.333333,0,0.666667,0.333333,5.6300001140000004,2.2440653250000002,0
275,AT,2005,0.904,41,0,e20plus,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
276,AT,2005,1.0347,50,0,e20plus,0.5,0,0.25,0.25,0.5,0.5,5.6300001140000004,2.2440653250000002,0
277,AT,2005,1.0193,49,0,le15,0.25,0.5,0,0.25,0.75,0.25,5.6300001140000004,2.2440653250000002,0
278,AT,2005,0.9177,42,1,le15,0,1,0,0,1,0,5.6300001140000004,2.2440653250000002,0
279,AT,2005,0.8387,36,0,e20plus,0.833333,0.166667,0,0,1,0,5.6300001140000004,2.2440653250000002,0
280,AT,2005,0.6403,18,1,le15,0.333333,0,0.666667,0,0.333333,0.666667,5.6300001140000004,2.2440653250000002,0
281,AT,2005,0.7219,26,0,e20plus,0.714286,0.285714,0,0,1,0,5.6300001140000004,2.2440653250000002,0
282,AT,2005,1.0041,48,0,e16_19,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
283,AT,2005,0.904,41,0,e20plus,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
284,AT,2005,0.9177,42,0,le15,0.666667,0,0.333333,0,0.666667,0.333333,5.6300001140000004,2.2440653250000002,0
285,AT,2005,0.8139,34,1,e16_19,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
286,AT,2005,0.7111,25,1,e16_19,0.666667,0,0.333333,0,0.666667,0.333333,5.6300001140000004,2.2440653250000002,0
287,AT,2005,1.2203,61,0,e16_19,0.5,0,0.25,0.25,0.5,0.5,5.6300001140000004,2.2440653250000002,0
288,AT,2005,0.9316,43,0,e16_19,0.666667,0.333333,0,0,1,0,5.6300001140000004,2.2440653250000002,0
289,AT,2005,1.5748,78,0,e16_19,0,0,0.5,0.5,0,1,5.6300001140000004,2.2440653250000002,0
290,AT,2005,1.2203,61,1,e16_19,0.2,0.4,0.4,0,0.6,0.4,5.6300001140000004,2.2440653250000002,0
291,AT,2005,0.7111,25,0,e16_19,0.5,0.25,0.25,0,0.75,0.25,5.6300001140000004,2.2440653250000002,0
292,AT,2005,1.0987,54,1,le15,0,0,1,0,0,1,5.6300001140000004,2.2440653250000002,0
293,AT,2005,1.0347,50,1,studying,0.25,0.5,0.25,0,0.75,0.25,5.6300001140000004,2.2440653250000002,0
294,AT,2005,0.8643,38,0,e20plus,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
295,AT,2005,0.6403,18,1,e16_19,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
296,AT,2005,0.6213,16,0,e20plus,0.5,0.5,0,0,1,0,5.6300001140000004,2.2440653250000002,0
297,AT,2005,1.5055,75,1,le15,0,0,1,0,0,1,5.6300001140000004,2.2440653250000002,0
298,AT,2005,1.4178,71,1,le15,0,0,1,0,0,1,5.6300001140000004,2.2440653250000002,0
299,AT,2005,1.3967,70,0,e20plus,0.666667,0,0,0.333333,0.666667,0.333333,5.6300001140000004,2.2440653250000002,0
300,AT,2005,1.5748,78,1,e16_19,0.5,0.5,0,0,1,0,5.6300001140000004,2.2440653250000002,0
301,AT,2005,0.7439,28,0,e20plus,0.571429,0.285714,0.142857,0,0.857143,0.142857,5.6300001140000004,2.2440653250000002,0
302,AT,2005,0.8387,36,1,e20plus,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
303,AT,2005,1.8024,87,1,le15,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
304,AT,2005,1.0347,50,1,e20plus,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
305,AT,2005,0.7665,30,0,e16_19,0,0.333333,0,0.666667,0.333333,0.666667,5.6300001140000004,2.2440653250000002,0
306,AT,2005,0.6901,23,1,e20plus,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
307,AT,2005,1.2022,60,1,e20plus,0,0,1,0,0,1,5.6300001140000004,2.2440653250000002,0
308,AT,2005,0.6697,21,1,le15,0.666667,0.333333,0,0,1,0,5.6300001140000004,2.2440653250000002,0
309,AT,2005,1.2388,62,0,e16_19,0.5,0,0.5,0,0.5,0.5,5.6300001140000004,2.2440653250000002,0
310,AT,2005,0.904,41,1,e16_19,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
311,AT,2005,1.6227,80,0,e16_19,0.8,0,0.2,0,0.8,0.2,5.6300001140000004,2.2440653250000002,0
312,AT,2005,1.2958,65,0,le15,0.5,0,0,0.5,0.5,0.5,5.6300001140000004,2.2440653250000002,0
313,AT,2005,1.1843,59,1,e20plus,0.5,0.333333,0,0.166667,0.833333,0.166667,5.6300001140000004,2.2440653250000002,0
314,AT,2005,1.1322,56,0,e20plus,0.833333,0.166667,0,0,1,0,5.6300001140000004,2.2440653250000002,0
315,AT,2005,0.6499,19,0,studying,0.25,0,0.75,0,0.25,0.75,5.6300001140000004,2.2440653250000002,0
316,AT,2005,1.0503,51,1,e16_19,0.333333,0.333333,0.333333,0,0.666667,0.333333,5.6300001140000004,2.2440653250000002,0
317,AT,2005,1.4831,74,1,e16_19,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
318,AT,2005,0.9892,47,0,le15,0.25,0,0.5,0.25,0.25,0.75,5.6300001140000004,2.2440653250000002,0
319,AT,2005,0.9745,46,0,e16_19,0,0,0.75,0.25,0,1,5.6300001140000004,2.2440653250000002,0
320,AT,2005,0.7111,25,0,e20plus,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
321,AT,2005,0.6499,19,1,e20plus,0.666667,0,0,0.333333,0.666667,0.333333,5.6300001140000004,2.2440653250000002,0
322,AT,2005,1.3353,67,0,le15,0.333333,0.333333,0.333333,0,0.666667,0.333333,5.6300001140000004,2.2440653250000002,0
323,AT,2005,0.9457,44,0,e16_19,0.25,0,0.5,0.25,0.25,0.75,5.6300001140000004,2.2440653250000002,0
324,AT,2005,0.904,41,1,le15,0.666667,0,0,0.333333,0.666667,0.333333,5.6300001140000004,2.2440653250000002,0
325,AT,2005,0.8514,37,1,e16_19,0.666667,0,0.333333,0,0.666667,0.333333,5.6300001140000004,2.2440653250000002,0
326,AT,2005,1.2575,63,0,le15,0.5,0,0.5,0,0.5,0.5,5.6300001140000004,2.2440653250000002,0
327,AT,2005,1.2958,65,1,e16_19,0.5,0,0,0.5,0.5,0.5,5.6300001140000004,2.2440653250000002,0
328,AT,2005,1.2203,61,1,e16_19,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
329,AT,2005,0.9177,42,1,e16_19,0.333333,0,0.666667,0,0.333333,0.666667,5.6300001140000004,2.2440653250000002,0
330,AT,2005,0.6697,21,0,e16_19,0,1,0,0,1,0,5.6300001140000004,2.2440653250000002,0
331,AT,2005,1.0347,50,0,le15,0,0,1,0,0,1,5.6300001140000004,2.2440653250000002,0
332,AT,2005,0.8139,34,1,le15,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
333,AT,2005,0.7551,29,1,studying,0.5,0.5,0,0,1,0,5.6300001140000004,2.2440653250000002,0
334,AT,2005,0.6499,19,1,e20plus,0.666667,0,0.333333,0,0.666667,0.333333,5.6300001140000004,2.2440653250000002,0
335,AT,2005,1.6722,82,1,e20plus,0.4,0.2,0.4,0,0.6,0.4,5.6300001140000004,2.2440653250000002,0
336,AT,2005,0.6403,18,1,e20plus,0,0,1,0,0,1,5.6300001140000004,2.2440653250000002,0
337,AT,2005,0.6901,23,0,e16_19,0,0.5,0.5,0,0.5,0.5,5.6300001140000004,2.2440653250000002,0
338,AT,2005,1.2575,63,0,e16_19,0.5,0.4,0.1,0,0.9,0.1,5.6300001140000004,2.2440653250000002,0
339,AT,2005,0.7781,31,0,e16_19,0.75,0,0.25,0,0.75,0.25,5.6300001140000004,2.2440653250000002,0
340,AT,2005,0.9599,45,1,e16_19,0.285714,0.571429,0.142857,0,0.857143,0.142857,5.6300001140000004,2.2440653250000002,0
341,AT,2005,0.9316,43,1,e16_19,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
342,AT,2005,1.3353,67,0,le15,0.25,0,0.5,0.25,0.25,0.75,5.6300001140000004,2.2440653250000002,0
343,AT,2005,0.9745,46,1,le15,0.5,0.5,0,0,1,0,5.6300001140000004,2.2440653250000002,0
344,AT,2005,0.8139,34,1,e16_19,0.5,0,0.5,0,0.5,0.5,5.6300001140000004,2.2440653250000002,0
345,AT,2005,1.4831,74,1,e20plus,0,0,0,0,0,0,5.6300001140000004,2.2440653250000002,0
346,AT,2005,1.0347,50,1,e20plus,0.8,0,0.2,0,0.8,0.2,5.6300001140000004,2.2440653250000002,0
347,AT,2005,1.2388,62,1,e16_19,0.6,0,0.4,0,0.6,0.4,5.6300001140000004,2.2440653250000002,0
348,AT,2005,1.6227,80,0,e20plus,0.666667,0.333333,0,0,1,0,5.6300001140000004,2.2440653250000002,0
349,AT,2005,1.6227,80,0,e16_19,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
350,AT,2005,0.9457,44,0,le15,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
351,AT,2005,0.6403,18,0,e16_19,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
352,AT,2005,0.904,41,0,studying,0.666667,0.333333,0,0,1,0,5.6300001140000004,2.2440653250000002,0
353,AT,2005,0.7219,26,0,le15,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
354,AT,2005,0.6121,15,0,e20plus,0.333333,0,0.666667,0,0.333333,0.666667,5.6300001140000004,2.2440653250000002,0
355,AT,2005,0.7781,31,0,le15,0.75,0,0,0.25,0.75,0.25,5.6300001140000004,2.2440653250000002,0
356,AT,2005,1.2575,63,1,e20plus,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
357,AT,2005,0.7219,26,1,e16_19,0.5,0,0.5,0,0.5,0.5,5.6300001140000004,2.2440653250000002,0
358,AT,2005,1.4178,71,0,e16_19,0.2,0.2,0.6,0,0.4,0.6,5.6300001140000004,2.2440653250000002,0
359,AT,2005,0.9177,42,0,studying,0.75,0,0,0.25,0.75,0.25,5.6300001140000004,2.2440653250000002,0
360,AT,2005,1.1493,57,1,le15,0.5,0,0.5,0,0.5,0.5,5.6300001140000004,2.2440653250000002,0
361,AT,2005,1.1666,58,0,e16_19,0,0,1,0,0,1,5.6300001140000004,2.2440653250000002,0
362,AT,2005,0.7781,31,0,e20plus,0.25,0.75,0,0,1,0,5.6300001140000004,2.2440653250000002,0
363,AT,2005,0.6307,17,1,le15,0.6,0,0.4,0,0.6,0.4,5.6300001140000004,2.2440653250000002,0
364,AT,2005,0.7781,31,0,e16_19,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
365,AT,2005,0.7219,26,1,e16_19,0.5,0,0.5,0,0.5,0.5,5.6300001140000004,2.2440653250000002,0
366,AT,2005,1.1666,58,0,e20plus,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
367,AT,2005,0.9892,47,0,e16_19,0.857143,0,0.142857,0,0.857143,0.142857,5.6300001140000004,2.2440653250000002,0
368,AT,2005,0.9892,47,0,e20plus,0,0,1,0,0,1,5.6300001140000004,2.2440653250000002,0
369,AT,2005,1.6473,81,1,e16_19,0.333333,0,0,0.666667,0.333333,0.666667,5.6300001140000004,2.2440653250000002,0
370,AT,2005,0.9892,47,0,studying,0.75,0.25,0,0,1,0,5.6300001140000004,2.2440653250000002,0
371,AT,2005,0.8387,36,1,e20plus,0.333333,0,0.666667,0,0.333333,0.666667,5.6300001140000004,2.2440653250000002,0
372,AT,2005,1.0503,51,0,e16_19,0.666667,0.333333,0,0,1,0,5.6300001140000004,2.2440653250000002,0
373,AT,2005,1.4392,72,1,le15,0,0.333333,0.666667,0,0.333333,0.666667,5.6300001140000004,2.2440653250000002,0
374,AT,2005,0.8773,39,0,e16_19,0.4,0.4,0.2,0,0.8,0.2,5.6300001140000004,2.2440653250000002,0
375,AT,2005,1.5513,77,1,e16_19,0.5,0.25,0.25,0,0.75,0.25,5.6300001140000004,2.2440653250000002,0
376,AT,2005,0.7551,29,0,e16_19,0.666667,0,0.333333,0,0.666667,0.333333,5.6300001140000004,2.2440653250000002,0
377,AT,2005,0.8643,38,0,le15,0.6,0,0.4,0,0.6,0.4,5.6300001140000004,2.2440653250000002,0
378,AT,2005,0.8514,37,1,e16_19,0.25,0.5,0.25,0,0.75,0.25,5.6300001140000004,2.2440653250000002,0
379,AT,2005,0.6403,18,1,e16_19,0.333333,0.666667,0,0,1,0,5.6300001140000004,2.2440653250000002,0
380,AT,2005,0.7328,27,0,e20plus,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
381,AT,2005,1.5748,78,0,le15,0.666667,0,0.333333,0,0.666667,0.333333,5.6300001140000004,2.2440653250000002,0
382,AT,2005,1.0987,54,1,e20plus,0.5,0,0.25,0.25,0.5,0.5,5.6300001140000004,2.2440653250000002,0
383,AT,2005,1.1153,55,1,e20plus,0.75,0,0.25,0,0.75,0.25,5.6300001140000004,2.2440653250000002,0
384,AT,2005,1.2022,60,0,e20plus,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
385,AT,2005,0.8387,36,0,le15,0.333333,0.333333,0,0.333333,0.666667,0.333333,5.6300001140000004,2.2440653250000002,0
386,AT,2005,1.1843,59,1,e16_19,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
387,AT,2005,1.0503,51,0,le15,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
388,AT,2005,0.7111,25,0,e16_19,0,0,1,0,0,1,5.6300001140000004,2.2440653250000002,0
389,AT,2005,0.9745,46,1,le15,0.5,0.5,0,0,1,0,5.6300001140000004,2.2440653250000002,0
390,AT,2005,0.7781,31,1,le15,0,0,0,0,0,0,5.6300001140000004,2.2440653250000002,0
391,AT,2005,0.8906,40,0,e16_19,0.5,0,0.5,0,0.5,0.5,5.6300001140000004,2.2440653250000002,0
392,AT,2005,1.3154,66,0,e16_19,0.333333,0,0,0.666667,0.333333,0.666667,5.6300001140000004,2.2440653250000002,0
393,AT,2005,1.0041,48,1,e20plus,0.8,0,0.2,0,0.8,0.2,5.6300001140000004,2.2440653250000002,0
394,AT,2005,1.1322,56,1,le15,0.166667,0.666667,0.166667,0,0.833333,0.166667,5.6300001140000004,2.2440653250000002,0
395,AT,2005,0.904,41,0,le15,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
396,AT,2005,0.904,41,1,e16_19,0,0,0,0,0,0,5.6300001140000004,2.2440653250000002,0
397,AT,2005,0.7328,27,0,e16_19,0.333333,0,0.666667,0,0.333333,0.666667,5.6300001140000004,2.2440653250000002,0
398,AT,2005,1.3353,67,0,e20plus,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
399,AT,2005,0.8387,36,1,e20plus,1,0,0,0,1,0,5.6300001140000004,2.2440653250000002,0
400,AT,2005,1.2575,63,1,e20plus,0,0,0,0,0,0,5.6300001140000004,2.2440653250000002,0
401,AT,2005,0.8139,34,0,e16_19,0,0.75,0,0.25,0.75,0.25,5.6300001140000004,2.2440653250000002,0
402,AT,2005,1.2203,61,1,e16_19,0,0.25,0.5,0.25,0.25,0.75,5.6300001140000004,2.2440653250000002,0
403,AT,2005,1.0823,53,1,e16_19,0,0,1,0,0,1,5.6300001140000004,2.2440653250000002,0
404,AT,2005,0.7006,24,1,le15,0.75,0.25,0,0,1,0,5.6300001140000004,2.2440653250000002,0
405,AT,2005,1.2203,61,1,le15,0.333333,0,0.666667,0,0.333333,0.666667,5.6300001140000004,2.2440653250000002,0
406,AT,2005,0.7551,29,0,e16_19,0,0,1,0,0,1,5.6300001140000004,2.2440653250000002,0
407,AT,2005,0.9892,47,1,e16_19,0.666667,0,0.333333,0,0.666667,0.333333,5.6300001140000004,2.2440653250000002,0
408,AT,2005,1.1322,56,0,e16_19,0,1,0,0,1,0,5.6300001140000004,2.2440653250000002,0
409,AT,2006,0.7409,26,1,e20plus,0.333333,0,0.333333,0.333333,0.333333,0.666667,5.239999771,3.454041836,0
410,AT,2006,0.775,29,1,e16_19,0.4,0.2,0.4,0,0.6,0.4,5.239999771,3.454041836,0
411,AT,2006,1.1446,55,0,le15,0,0,0.5,0.5,0,1,5.239999771,3.454041836,0
412,AT,2006,0.956,43,1,le15,0,0,1,0,0,1,5.239999771,3.454041836,0
413,AT,2006,1,46,0,e20plus,1,0,0,0,1,0,5.239999771,3.454041836,0
414,AT,2006,0.7083,23,0,e20plus,0,0,0,0,0,0,5.239999771,3.454041836,0
415,AT,2006,0.9852,45,0,e16_19,0.5,0,0.5,0,0.5,0.5,5.239999771,3.454041836,0
416,AT,2006,0.8607,36,1,e16_19,0.5,0,0.5,0,0.5,0.5,5.239999771,3.454041836,0
417,AT,2006,0.9705,44,1,e16_19,0.5,0,0,0.5,0.5,0.5,5.239999771,3.454041836,0
418,AT,2006,0.719,24,0,e20plus,0.666667,0,0.333333,0,0.666667,0.333333,5.239999771,3.454041836,0
419,AT,2006,1.0152,47,0,e16_19,0.6,0,0.4,0,0.6,0.4,5.239999771,3.454041836,0
420,AT,2006,0.8607,36,1,e20plus,0.75,0,0.25,0,0.75,0.25,5.239999771,3.454041836,0
421,AT,2006,0.956,43,0,e16_19,0.2,0.2,0.6,0,0.4,0.6,5.239999771,3.454041836,0
422,AT,2006,0.7867,30,1,e16_19,0.333333,0.166667,0.166667,0.333333,0.5,0.5,5.239999771,3.454041836,0
423,AT,2006,0.719,24,0,le15,0.75,0,0.25,0,0.75,0.25,5.239999771,3.454041836,0
424,AT,2006,0.887,38,0,e16_19,0.25,0,0.5,0.25,0.25,0.75,5.239999771,3.454041836,0
425,AT,2006,1.0779,51,1,le15,0,0.5,0.5,0,0.5,0.5,5.239999771,3.454041836,0
426,AT,2006,1.0942,52,0,le15,0,0,1,0,0,1,5.239999771,3.454041836,0
427,AT,2006,0.8229,33,1,e16_19,1,0,0,0,1,0,5.239999771,3.454041836,0
428,AT,2006,1.1108,53,0,e20plus,1,0,0,0,1,0,5.239999771,3.454041836,0
429,AT,2006,1.1275,54,1,le15,0.5,0.5,0,0,1,0,5.239999771,3.454041836,0
430,AT,2006,0.8229,33,1,studying,0,0,1,0,0,1,5.239999771,3.454041836,0
431,AT,2006,1.3703,67,1,e20plus,0.333333,0,0.666667,0,0.333333,0.666667,5.239999771,3.454041836,0
432,AT,2006,0.667,19,1,e16_19,0,0,1,0,0,1,5.239999771,3.454041836,0
433,AT,2006,0.9004,39,1,le15,0.5,0,0.5,0,0.5,0.5,5.239999771,3.454041836,0
434,AT,2006,1.0942,52,1,le15,0.5,0,0.5,0,0.5,0.5,5.239999771,3.454041836,0
435,AT,2006,0.719,24,0,e16_19,0,0.5,0.5,0,0.5,0.5,5.239999771,3.454041836,0
436,AT,2006,0.7298,25,0,le15,0,0,0,0,0,0,5.239999771,3.454041836,0
437,AT,2006,0.956,43,1,e20plus,1,0,0,0,1,0,5.239999771,3.454041836,0
438,AT,2006,0.914,40,0,e16_19,0.666667,0.333333,0,0,1,0,5.239999771,3.454041836,0
439,AT,2006,1.3298,65,1,e16_19,1,0,0,0,1,0,5.239999771,3.454041836,0
440,AT,2006,1.2713,62,1,e20plus,0.333333,0.333333,0.333333,0,0.666667,0.333333,5.239999771,3.454041836,0
441,AT,2006,0.752,27,1,e16_19,0.571429,0,0.285714,0.142857,0.571429,0.428571,5.239999771,3.454041836,0
442,AT,2006,0.956,43,0,le15,0.375,0.25,0.25,0.125,0.625,0.375,5.239999771,3.454041836,0
443,AT,2006,0.956,43,1,e16_19,0.333333,0.666667,0,0,1,0,5.239999771,3.454041836,0
444,AT,2006,1.1108,53,1,e16_19,1,0,0,0,1,0,5.239999771,3.454041836,0
445,AT,2006,1.545,75,1,le15,0.333333,0.333333,0.333333,0,0.666667,0.333333,5.239999771,3.454041836,0
446,AT,2006,1.0619,50,0,e20plus,1,0,0,0,1,0,5.239999771,3.454041836,0
447,AT,2006,1.0619,50,0,e20plus,0,1,0,0,1,0,5.239999771,3.454041836,0
448,AT,2006,0.9418,42,0,e20plus,0.777778,0.111111,0.111111,0,0.888889,0.111111,5.239999771,3.454041836,0
449,AT,2006,0.8738,37,0,e20plus,0.5,0,0.25,0.25,0.5,0.5,5.239999771,3.454041836,0
450,AT,2006,1.8497,87,0,studying,0,1,0,0,1,0,5.239999771,3.454041836,0
451,AT,2006,1.391,68,0,e16_19,1,0,0,0,1,0,5.239999771,3.454041836,0
452,AT,2006,1.391,68,0,e16_19,0,0,0,0,0,0,5.239999771,3.454041836,0
453,AT,2006,0.8229,33,1,e16_19,1,0,0,0,1,0,5.239999771,3.454041836,0
454,AT,2006,1.1973,58,0,e16_19,0,0,0,0,0,0,5.239999771,3.454041836,0
455,AT,2006,0.914,40,0,e16_19,0,0,0,0,0,0,5.239999771,3.454041836,0
456,AT,2006,0.8229,33,0,e16_19,0.5,0,0.5,0,0.5,0.5,5.239999771,3.454041836,0
457,AT,2006,0.887,38,1,le15,0.166667,0.166667,0.333333,0.333333,0.333333,0.666667,5.239999771,3.454041836,0
458,AT,2006,1.1973,58,1,e20plus,0.75,0,0,0.25,0.75,0.25,5.239999771,3.454041836,0
459,AT,2006,0.667,19,0,e16_19,0.428571,0.428571,0.142857,0,0.857143,0.142857,5.239999771,3.454041836,0
460,AT,2006,1.1794,57,1,e20plus,0.4,0,0.6,0,0.4,0.6,5.239999771,3.454041836,0
461,AT,2006,1.1108,53,1,studying,0,0.75,0.25,0,0.75,0.25,5.239999771,3.454041836,0
462,AT,2006,0.8479,35,1,e16_19,0.666667,0,0.333333,0,0.666667,0.333333,5.239999771,3.454041836,0
463,AT,2006,1,46,0,e20plus,0.8,0.2,0,0,1,0,5.239999771,3.454041836,0
464,AT,2006,1.2524,61,0,e16_19,0.666667,0.333333,0,0,1,0,5.239999771,3.454041836,0
465,AT,2006,0.9852,45,1,studying,0.2,0,0.8,0,0.2,0.8,5.239999771,3.454041836,0
466,AT,2006,0.9004,39,1,e16_19,1,0,0,0,1,0,5.239999771,3.454041836,0
467,AT,2006,0.8353,34,0,e16_19,0.333333,0,0.666667,0,0.333333,0.666667,5.239999771,3.454041836,0
468,AT,2006,1.2905,63,1,e20plus,0.666667,0,0.333333,0,0.666667,0.333333,5.239999771,3.454041836,0
469,AT,2006,1.1108,53,1,e16_19,1,0,0,0,1,0,5.239999771,3.454041836,0
470,AT,2006,0.9278,41,1,e20plus,0.8,0.2,0,0,1,0,5.239999771,3.454041836,0
471,AT,2006,1.1275,54,0,e16_19,0.666667,0.333333,0,0,1,0,5.239999771,3.454041836,0
472,AT,2006,1.0461,49,0,e16_19,0.5,0,0.25,0.25,0.5,0.5,5.239999771,3.454041836,0
473,AT,2006,0.7298,25,1,le15,0.666667,0.333333,0,0,1,0,5.239999771,3.454041836,0
474,AT,2006,1.5921,77,1,e20plus,0.75,0,0.25,0,0.75,0.25,5.239999771,3.454041836,0
475,AT,2006,1.1108,53,1,e20plus,0.666667,0,0.333333,0,0.666667,0.333333,5.239999771,3.454041836,0
476,AT,2006,0.956,43,1,e16_19,0,0.5,0.5,0,0.5,0.5,5.239999771,3.454041836,0
477,AT,2006,1.2154,59,1,e16_19,0.6,0.2,0,0.2,0.8,0.2,5.239999771,3.454041836,0
478,AT,2006,1.2154,59,1,e20plus,0,0,1,0,0,1,5.239999771,3.454041836,0
479,AT,2006,0.9004,39,1,e20plus,0.75,0,0.25,0,0.75,0.25,5.239999771,3.454041836,0
480,AT,2006,1.1108,53,1,e20plus,0.5,0.166667,0.333333,0,0.666667,0.333333,5.239999771,3.454041836,0
481,AT,2006,0.8229,33,0,le15,0.75,0.25,0,0,1,0,5.239999771,3.454041836,0
482,AT,2006,1.0152,47,1,e16_19,1,0,0,0,1,0,5.239999771,3.454041836,0
483,AT,2006,0.8479,35,0,e20plus,0.666667,0.333333,0,0,1,0,5.239999771,3.454041836,0
484,AT,2006,1.31,64,0,e16_19,0.5,0,0.25,0.25,0.5,0.5,5.239999771,3.454041836,0
485,AT,2006,0.6977,22,1,e20plus,1,0,0,0,1,0,5.239999771,3.454041836,0
486,AT,2006,0.887,38,0,le15,0.4,0.6,0,0,1,0,5.239999771,3.454041836,0
487,AT,2006,1.0619,50,1,studying,1,0,0,0,1,0,5.239999771,3.454041836,0
488,AT,2006,0.6377,16,1,e16_19,1,0,0,0,1,0,5.239999771,3.454041836,0
489,AT,2006,1.4551,71,1,e20plus,0.666667,0,0.333333,0,0.666667,0.333333,5.239999771,3.454041836,0
490,AT,2006,0.8738,37,1,le15,0.5,0.5,0,0,1,0,5.239999771,3.454041836,0
491,AT,2006,0.956,43,1,le15,1,0,0,0,1,0,5.239999771,3.454041836,0
492,AT,2006,1.2337,60,1,e20plus,0.6,0,0.4,0,0.6,0.4,5.239999771,3.454041836,0
493,AT,2006,1.0305,48,0,e16_19,1,0,0,0,1,0,5.239999771,3.454041836,0
494,AT,2006,1.1794,57,0,e16_19,1,0,0,0,1,0,5.239999771,3.454041836,0
495,AT,2006,1.31,64,0,e16_19,1,0,0,0,1,0,5.239999771,3.454041836,0
496,AT,2006,0.9004,39,0,studying,0.5,0.5,0,0,1,0,5.239999771,3.454041836,0
497,AT,2006,0.9418,42,0,e16_19,0.25,0,0.5,0.25,0.25,0.75,5.239999771,3.454041836,0
